canonical_id,name_he,param_code,param_name,date,year,concentration,unit,is_below_lod,sample_id,lab,sample_depth_m,drinking_water_standard,percent_of_standard
raanana_p_25,פ רעננה 25,ALACHLOR,ALACHLOR,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,4.0,0.0
raanana_p_25,פ רעננה 25,ALDICRAB,ALDICRAB,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,Aldicarb sulfon,Aldicarb sulfon,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,Aldicarb sulfoxide,Aldicarb sulfoxide,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,ATRAZINE,ATRAZINE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,2.0,0.0
raanana_p_25,פ רעננה 25,BENZENE,BENZENE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,5.0,0.0
raanana_p_25,פ רעננה 25,BIS (2-ETHYLHEXYL) PHTALATE,BIS (2-ETHYLHEXYL) PHTALATE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,8.0,0.0
raanana_p_25,פ רעננה 25,BENZOPYRENE,BENZOPYRENE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,0.5,0.0
raanana_p_25,פ רעננה 25,BROMACIL,BROMACIL,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,CARBOMAZEPIN,CARBOMAZEPIN,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,4.0,0.0
raanana_p_25,פ רעננה 25,"CIS 1,2 DICHLOROETHYLENE","CIS 1,2 DICHLOROETHYLENE",2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,50.0,0.0
raanana_p_25,פ רעננה 25,CHLOROFORM,CHLOROFORM,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,80.0,0.0
raanana_p_25,פ רעננה 25,CHLORDANE,CHLORDANE,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,1.0,0.0
raanana_p_25,פ רעננה 25,CHLORPYRIFOS,CHLORPYRIFOS,2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,,
raanana_p_25,פ רעננה 25,"DIBROMO-3-CHLOROPROPA1,2 NE","DIBROMO-3-CHLOROPROPA1,2 NE",2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,0.3,0.0
raanana_p_25,פ רעננה 25,"DICHLOROETHANE1,2","DICHLOROETHANE1,2",2019-02-25,2019,0.0,microgr/L,False,1350945.0,משרד הבריאותאבוכביר,,4.0,0.0
